Country,Time,Total Exports Value ($US),Customs Import Value (Gen) ($US)
Azerbaijan,February 2016,"16,247,516","29,980,739"
Azerbaijan,March 2016,"21,846,873","32,241,829"
Azerbaijan,April 2016,"14,183,240","229,261"
Azerbaijan,May 2016,"13,468,057","601,990"
Azerbaijan,June 2016,"28,657,839","276,516"
Azerbaijan,July 2016,"23,390,045","29,262,874"
Azerbaijan,August 2016,"235,920,563","45,772,853"
Azerbaijan,September 2016,"10,392,266","240,133"
Azerbaijan,October 2016,"21,174,219","992,591"
Azerbaijan,November 2016,"14,732,364","1,245,118"
Azerbaijan,December 2016,"10,748,178","549,974"
Azerbaijan,January 2017,"17,534,508","39,280,400"
Azerbaijan,February 2017,"15,903,425","779,403"
Azerbaijan,March 2017,"19,716,478","2,498,382"
Azerbaijan,April 2017,"185,742,222","1,403,158"
Azerbaijan,May 2017,"12,410,096","33,283,240"
Azerbaijan,June 2017,"12,116,012","40,435,399"
Azerbaijan,July 2017,"19,668,587","1,019,715"
Azerbaijan,August 2017,"13,396,145","1,937,996"
Azerbaijan,September 2017,"12,972,814","40,972,320"
Azerbaijan,October 2017,"13,659,282","43,392,606"
Azerbaijan,November 2017,"12,666,953","5,388,305"
Azerbaijan,December 2017,"18,758,365","1,454,398"
Azerbaijan,January 2018,"16,872,809","117,941,682"
Azerbaijan,February 2018,"16,103,235","1,084,254"
Azerbaijan,March 2018,"15,324,626","75,261,368"
Azerbaijan,April 2018,"11,967,806","2,110,580"
Azerbaijan,May 2018,"16,106,787","83,733,676"
Azerbaijan,June 2018,"34,116,566","117,000,082"
Azerbaijan,July 2018,"24,978,645","30,217,919"
Azerbaijan,August 2018,"125,014,710","17,716,113"
Azerbaijan,September 2018,"12,028,001","38,748,262"
Azerbaijan,October 2018,"13,369,737","14,761,353"
Azerbaijan,November 2018,"11,336,012","437,515"
Azerbaijan,December 2018,"16,717,067","6,164,944"
Azerbaijan,January 2019,"8,162,651","1,693,115"
Azerbaijan,February 2019,"19,722,931","3,733,128"
Azerbaijan,March 2019,"11,177,713","1,872,560"
Azerbaijan,April 2019,"11,213,945","2,355,254"
Azerbaijan,May 2019,"14,815,164","729,773"
Azerbaijan,June 2019,"27,283,661","3,366,438"
Azerbaijan,July 2019,"13,764,440","2,047,328"
Azerbaijan,August 2019,"26,643,509","1,244,406"
Azerbaijan,September 2019,"15,674,890","3,989,442"
Azerbaijan,October 2019,"16,175,187","1,737,113"
Azerbaijan,November 2019,"10,715,047","1,213,311"
Azerbaijan,December 2019,"199,054,565","1,947,390"
Bahamas,January 2016,"149,790,014","21,266,286"
Bahamas,February 2016,"147,371,204","20,867,070"
Bahamas,March 2016,"163,292,409","23,272,449"
Bahamas,April 2016,"190,896,409","44,056,153"
Bahamas,May 2016,"216,047,054","24,982,749"
Bahamas,June 2016,"147,628,912","26,199,957"
Bahamas,July 2016,"171,157,525","16,355,617"
Bahamas,August 2016,"164,946,425","21,653,628"
Bahamas,September 2016,"153,273,280","29,626,429"
Bahamas,October 2016,"177,676,341","16,788,985"
Bahamas,November 2016,"216,776,279","21,529,346"
Bahamas,December 2016,"197,933,915","31,978,177"
Bahamas,January 2017,"195,502,230","28,539,784"
Bahamas,February 2017,"189,188,366","30,878,468"
Bahamas,March 2017,"249,091,777","88,623,680"
Bahamas,April 2017,"218,281,749","27,452,126"
Bahamas,May 2017,"281,993,640","25,534,989"
Bahamas,June 2017,"381,740,579","21,637,047"
Bahamas,July 2017,"288,955,100","23,223,584"
Bahamas,August 2017,"269,633,058","67,437,535"
Bahamas,September 2017,"256,043,029","24,417,246"
Bahamas,October 2017,"191,879,249","27,580,121"
Bahamas,November 2017,"238,532,619","45,957,798"
Bahamas,December 2017,"302,763,083","47,370,315"
Bahamas,January 2018,"183,023,845","22,336,112"
Bahamas,February 2018,"221,247,937","27,633,368"
Bahamas,March 2018,"218,187,504","38,138,340"
Bahamas,April 2018,"233,544,578","49,020,282"
Bahamas,May 2018,"253,058,874","65,773,647"
Bahamas,June 2018,"258,654,506","21,079,000"
Bahamas,July 2018,"221,456,031","16,919,512"
Bahamas,August 2018,"271,334,200","17,478,195"
Bahamas,September 2018,"240,150,480","63,063,994"
Bahamas,October 2018,"287,981,727","26,302,891"
Bahamas,November 2018,"286,690,593","86,499,945"
Bahamas,December 2018,"345,242,450","47,067,450"
Bahamas,January 2019,"271,904,934","38,059,024"
Bahamas,February 2019,"279,583,670","34,688,419"
Bahamas,March 2019,"238,506,182","29,609,581"
Bahamas,April 2019,"230,064,537","25,638,530"
Bahamas,May 2019,"413,464,936","33,876,746"
Bahamas,June 2019,"313,742,617","20,220,357"
Bahamas,July 2019,"255,807,722","57,116,028"
Bahamas,August 2019,"221,506,455","33,461,001"
Bahamas,September 2019,"225,799,703","11,584,709"
Bahamas,October 2019,"286,081,873","31,963,354"
Bahamas,November 2019,"293,178,273","44,528,464"
Bahamas,December 2019,"320,049,217","50,119,767"
Bahrain,January 2016,"56,547,656","59,969,862"
Bahrain,February 2016,"65,899,604","62,468,916"
Bahrain,March 2016,"82,167,492","74,415,028"
Bahrain,April 2016,"71,700,247","87,712,029"
Bahrain,May 2016,"75,467,733","78,872,276"
Bahrain,June 2016,"81,434,106","64,056,899"
Bahrain,July 2016,"62,941,164","68,485,128"
Bahrain,August 2016,"72,557,194","56,213,830"
Bahrain,September 2016,"80,900,851","55,072,631"
Bahrain,October 2016,"69,571,210","44,993,185"
Bahrain,November 2016,"98,123,622","59,905,413"
Bahrain,December 2016,"81,827,767","56,093,670"
Bahrain,January 2017,"59,136,905","69,714,021"
Bahrain,February 2017,"58,987,342","79,415,996"
Bahrain,March 2017,"106,084,872","78,599,162"
Bahrain,April 2017,"55,780,171","71,084,171"
Bahrain,May 2017,"79,777,760","88,188,741"
Bahrain,June 2017,"100,723,359","94,416,812"
Bahrain,July 2017,"56,484,706","86,370,001"
Bahrain,August 2017,"77,501,121","84,942,242"
Bahrain,September 2017,"76,829,785","66,737,039"
Bahrain,October 2017,"65,446,294","110,421,815"
Bahrain,November 2017,"95,790,062","89,870,336"
Bahrain,December 2017,"65,390,819","75,990,803"
Bahrain,January 2018,"68,810,607","91,199,824"
Bahrain,February 2018,"73,960,884","71,160,042"
Bahrain,March 2018,"91,830,637","78,817,448"
Bahrain,April 2018,"260,560,143","103,016,307"
Bahrain,May 2018,"87,892,731","86,963,827"
Bahrain,June 2018,"251,241,807","61,500,796"
Bahrain,July 2018,"283,474,442","74,299,682"
Bahrain,August 2018,"107,901,910","95,006,128"
Bahrain,September 2018,"186,372,395","73,116,922"
Bahrain,October 2018,"57,780,032","90,943,409"
Bahrain,November 2018,"306,761,234","97,129,675"
Bahrain,December 2018,"265,712,507","67,596,069"
Bahrain,January 2019,"65,621,026","112,853,058"
Bahrain,February 2019,"262,272,060","74,693,425"
Bahrain,March 2019,"106,543,071","77,334,998"
Bahrain,April 2019,"75,970,511","97,011,078"
Bahrain,May 2019,"83,184,846","104,202,935"
Bahrain,June 2019,"88,511,210","98,230,405"
Bahrain,July 2019,"64,735,532","98,972,823"
Bahrain,August 2019,"97,386,474","76,341,092"
Bahrain,September 2019,"104,267,499","69,083,379"
Bahrain,October 2019,"252,591,038","77,882,638"
Bahrain,November 2019,"123,172,352","78,578,809"
Bahrain,December 2019,"82,519,737","84,453,691"
Bangladesh,January 2016,"44,013,768","548,025,872"
Bangladesh,February 2016,"42,571,979","546,227,001"
Bangladesh,March 2016,"83,912,931","531,769,150"
Bangladesh,April 2016,"92,680,625","457,662,176"
Bangladesh,May 2016,"88,102,922","458,740,016"
Bangladesh,June 2016,"96,303,936","509,124,463"
Bangladesh,July 2016,"38,730,423","550,974,305"
Bangladesh,August 2016,"74,558,237","532,692,124"
Bangladesh,September 2016,"129,489,254","497,536,575"
Bangladesh,October 2016,"64,276,013","454,808,185"
Bangladesh,November 2016,"54,116,980","410,213,226"
Bangladesh,December 2016,"96,973,533","412,303,025"
Bangladesh,January 2017,"117,254,087","537,667,068"
Bangladesh,February 2017,"116,533,825","494,145,269"
Bangladesh,March 2017,"147,747,137","503,932,129"
Bangladesh,April 2017,"128,495,084","422,654,013"
Bangladesh,May 2017,"143,124,797","462,742,845"
Bangladesh,June 2017,"123,215,006","489,599,895"
Bangladesh,July 2017,"154,839,266","515,871,789"
Bangladesh,August 2017,"135,160,885","508,309,506"
Bangladesh,September 2017,"173,676,937","477,154,870"
Bangladesh,October 2017,"81,051,409","466,126,063"
Bangladesh,November 2017,"62,991,520","428,733,242"
Bangladesh,December 2017,"89,734,782","379,189,074"
Bangladesh,January 2018,"81,614,467","553,154,335"
Bangladesh,February 2018,"162,309,947","504,745,179"
Bangladesh,March 2018,"139,866,568","475,293,636"
Bangladesh,April 2018,"209,377,781","504,048,743"
Bangladesh,May 2018,"174,285,311","499,573,693"
Bangladesh,June 2018,"136,940,224","530,959,841"
Bangladesh,July 2018,"163,470,052","563,219,055"
Bangladesh,August 2018,"258,957,174","502,410,466"
Bangladesh,September 2018,"83,129,491","552,454,502"
Bangladesh,October 2018,"185,417,285","544,106,416"
Bangladesh,November 2018,"291,201,539","428,667,348"
Bangladesh,December 2018,"194,957,304","443,354,683"
Bangladesh,January 2019,"140,771,296","593,038,454"
Bangladesh,February 2019,"123,006,855","568,778,943"
Bangladesh,March 2019,"117,574,852","604,152,262"
Bangladesh,April 2019,"102,581,416","531,938,722"
Bangladesh,May 2019,"113,334,490","593,931,745"
Bangladesh,June 2019,"130,783,762","582,407,482"
Bangladesh,July 2019,"263,821,785","547,323,322"
Bangladesh,August 2019,"101,893,379","577,870,050"
Bangladesh,September 2019,"312,332,715","544,384,695"
Bangladesh,October 2019,"120,450,522","592,753,093"
Bangladesh,November 2019,"166,408,584","477,189,569"
Bangladesh,December 2019,"646,384,058","467,415,494"
Barbados,January 2016,"33,566,386","2,542,945"
Barbados,February 2016,"40,449,334","4,064,578"
Barbados,March 2016,"42,052,436","3,861,264"
Barbados,April 2016,"41,748,375","3,579,477"
Barbados,May 2016,"34,236,363","3,564,358"
Barbados,June 2016,"45,682,433","4,561,798"
Barbados,July 2016,"32,174,482","2,941,142"
Barbados,August 2016,"37,165,836","3,431,203"
Barbados,September 2016,"44,186,971","2,808,629"
Barbados,October 2016,"41,353,955","10,515,712"
Barbados,November 2016,"42,876,743","4,697,796"
Barbados,December 2016,"46,385,839","3,098,879"
Barbados,January 2017,"48,262,731","4,024,006"
Barbados,February 2017,"43,661,439","6,263,642"
Barbados,March 2017,"41,603,743","4,621,290"
Barbados,April 2017,"39,252,787","3,664,631"
Barbados,May 2017,"32,956,455","4,555,482"
Barbados,June 2017,"49,184,099","3,702,579"
Barbados,July 2017,"41,398,027","3,780,829"
Barbados,August 2017,"51,049,769","3,820,320"
Barbados,September 2017,"36,676,878","3,305,443"
Barbados,October 2017,"50,686,582","3,857,706"
Barbados,November 2017,"50,797,356","3,719,753"
Barbados,December 2017,"41,797,713","3,251,097"
Barbados,January 2018,"52,801,881","4,898,836"
Barbados,February 2018,"33,475,311","3,335,699"
Barbados,March 2018,"44,431,076","4,747,054"
Barbados,April 2018,"30,588,111","4,040,753"
Barbados,May 2018,"46,321,593","4,260,369"
Barbados,June 2018,"34,426,039","3,732,677"
Barbados,July 2018,"53,979,650","3,748,327"
Barbados,August 2018,"48,019,250","5,454,652"
Barbados,September 2018,"44,357,875","4,302,094"
Barbados,October 2018,"66,226,283","7,720,284"
Barbados,November 2018,"61,949,207","6,015,286"
Barbados,December 2018,"67,083,675","3,019,864"
Barbados,January 2019,"54,772,749","3,056,364"
Barbados,February 2019,"40,558,982","4,311,296"
Barbados,March 2019,"51,830,843","4,267,310"
Barbados,April 2019,"43,386,242","4,461,835"
Barbados,May 2019,"55,764,876","3,810,613"
Barbados,June 2019,"41,331,276","3,491,248"
Barbados,July 2019,"39,495,437","3,510,504"
Barbados,August 2019,"48,349,987","2,632,284"
Barbados,September 2019,"35,920,889","4,148,443"
Barbados,October 2019,"64,067,596","3,033,715"
Barbados,November 2019,"48,348,119","2,408,353"
Barbados,December 2019,"44,292,338","2,631,912"
Belarus,January 2016,"4,425,729","4,854,716"
Belarus,February 2016,"3,095,513","12,639,373"
Belarus,March 2016,"4,133,773","11,228,554"
Belarus,April 2016,"2,195,198","6,295,522"
Belarus,May 2016,"5,450,166","6,075,330"
Belarus,June 2016,"8,014,325","4,224,585"
Belarus,July 2016,"6,779,917","13,296,134"
Belarus,August 2016,"48,684,886","20,157,634"
Belarus,September 2016,"49,262,241","12,978,113"
Belarus,October 2016,"6,348,046","15,728,113"
Belarus,November 2016,"6,187,168","21,318,089"
Belarus,December 2016,"50,434,755","5,025,393"
Belarus,January 2017,"2,703,790","14,792,365"
Belarus,February 2017,"4,519,055","27,628,196"
Belarus,March 2017,"6,679,603","6,087,598"
Belarus,April 2017,"4,656,152","31,839,428"
Belarus,May 2017,"5,542,847","21,795,641"
Belarus,June 2017,"6,175,883","10,233,089"
Belarus,July 2017,"5,545,784","18,115,824"
Belarus,August 2017,"7,094,436","40,628,386"
Belarus,September 2017,"7,697,967","23,772,713"
Belarus,October 2017,"6,631,875","41,540,754"
Belarus,November 2017,"7,823,739","20,161,652"
Belarus,December 2017,"7,597,051","20,943,188"
Belarus,January 2018,"9,235,768","24,978,252"
Belarus,February 2018,"8,648,834","40,454,229"
Belarus,March 2018,"5,922,870","46,468,804"
Belarus,April 2018,"8,127,546","36,899,755"
Belarus,May 2018,"11,186,185","32,088,886"
Belarus,June 2018,"14,002,211","35,946,679"
Belarus,July 2018,"14,485,283","31,940,263"
Belarus,August 2018,"16,783,772","43,592,745"
Belarus,September 2018,"11,213,458","10,122,086"
Belarus,October 2018,"14,755,425","30,519,849"
Belarus,November 2018,"8,453,231","34,165,370"
Belarus,December 2018,"9,640,586","29,423,396"
Belarus,January 2019,"10,806,607","65,295,440"
Belarus,February 2019,"18,423,636","38,500,923"
Belarus,March 2019,"12,416,279","5,903,901"
Belarus,April 2019,"10,737,874","49,406,668"
Belarus,May 2019,"7,641,626","23,558,715"
Belarus,June 2019,"11,248,487","36,030,368"
Belarus,July 2019,"7,726,754","32,735,445"
Belarus,August 2019,"11,411,046","44,241,966"
Belarus,September 2019,"9,714,121","22,899,823"
Belarus,October 2019,"11,902,131","34,580,917"
Belarus,November 2019,"5,998,546","20,980,027"
Belarus,December 2019,"7,085,671","5,995,174"
Belgium,January 2016,"2,553,215,393","1,276,249,495"
Belgium,February 2016,"2,765,161,408","1,311,259,058"
Belgium,March 2016,"2,810,244,556","1,556,506,269"
Belgium,April 2016,"2,736,638,546","1,497,286,525"
Belgium,May 2016,"2,734,108,233","1,670,086,897"
Belgium,June 2016,"3,351,599,016","1,743,069,361"
Belgium,July 2016,"2,535,302,747","1,427,966,220"
Belgium,August 2016,"2,457,892,247","1,207,760,371"
Belgium,September 2016,"2,607,806,713","1,342,233,670"
Belgium,October 2016,"2,735,137,722","1,454,927,480"
Belgium,November 2016,"2,393,281,386","1,254,912,292"
Belgium,December 2016,"2,419,248,086","1,269,869,613"
Belgium,January 2017,"2,350,051,778","1,072,337,451"
Belgium,February 2017,"2,392,360,732","1,240,909,084"
Belgium,March 2017,"2,787,428,585","1,259,009,182"
Belgium,April 2017,"2,451,869,885","1,158,177,317"
Belgium,May 2017,"2,471,647,732","1,330,217,124"
Belgium,June 2017,"2,710,396,035","1,179,054,430"
Belgium,July 2017,"2,303,413,664","1,368,598,363"
Belgium,August 2017,"2,521,842,420","1,124,583,897"
Belgium,September 2017,"2,360,904,580","1,184,131,730"
Belgium,October 2017,"2,832,904,750","1,520,588,240"
Belgium,November 2017,"2,393,314,749","1,264,915,526"
Belgium,December 2017,"2,347,181,396","1,276,862,120"
Belgium,January 2018,"2,315,743,469","1,266,531,266"
Belgium,February 2018,"2,427,360,588","1,201,472,736"
Belgium,March 2018,"2,869,587,312","1,452,910,691"
Belgium,April 2018,"2,908,128,250","1,455,898,715"
Belgium,May 2018,"2,861,282,932","1,689,289,839"
Belgium,June 2018,"2,903,039,612","1,516,911,154"
Belgium,July 2018,"2,387,840,691","1,558,995,914"
Belgium,August 2018,"2,570,266,655","1,241,632,965"
Belgium,September 2018,"2,574,882,119","1,417,218,730"
Belgium,October 2018,"2,656,163,674","1,578,937,455"
Belgium,November 2018,"2,430,950,477","1,631,421,473"
Belgium,December 2018,"2,504,340,820","1,164,841,309"
Belgium,January 2019,"2,797,683,007","1,557,089,014"
Belgium,February 2019,"3,178,428,760","1,347,855,095"
Belgium,March 2019,"3,169,591,522","1,783,026,965"
Belgium,April 2019,"3,054,395,196","1,988,461,873"
Belgium,May 2019,"3,180,110,643","2,105,162,547"
Belgium,June 2019,"2,719,285,521","1,787,331,473"
Belgium,July 2019,"2,612,234,350","1,784,370,370"
Belgium,August 2019,"3,286,700,462","1,349,881,412"
Belgium,September 2019,"2,392,859,484","1,423,008,536"
Belgium,October 2019,"3,124,928,821","1,630,733,980"
Belgium,November 2019,"2,876,330,403","1,676,986,328"
Belgium,December 2019,"2,333,701,013","1,730,997,796"
Belize,January 2016,"18,622,525","3,307,020"
Belize,February 2016,"21,113,236","5,109,274"
Belize,March 2016,"26,804,000","4,780,927"
Belize,April 2016,"22,177,412","5,997,124"
Belize,May 2016,"17,671,601","5,367,498"
Belize,June 2016,"18,983,598","6,151,998"
Belize,July 2016,"22,506,886","4,528,926"
Belize,August 2016,"17,213,099","3,866,549"
Belize,September 2016,"23,255,414","3,974,625"
Belize,October 2016,"32,798,586","5,502,426"
Belize,November 2016,"22,910,440","3,339,734"
Belize,December 2016,"22,944,372","3,404,642"
Belize,January 2017,"14,303,493","4,561,067"
Belize,February 2017,"18,035,075","2,743,745"
Belize,March 2017,"25,055,689","10,997,203"
Belize,April 2017,"40,356,922","5,815,802"
Belize,May 2017,"29,607,742","7,068,365"
