Commodity,Country,Month,Year,Quarter,Time,Balance ($US),Total Exports Value ($US),Customs Import Value (Gen) ($US)
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,March,2009,Q1,March 2009,-329026106,373239653,702265759
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,April,2009,Q2,April 2009,-431691593,296574452,728266045
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,May,2009,Q2,May 2009,-654034967,206875838,860910805
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,June,2009,Q2,June 2009,-665075501,233866623,898942124
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,July,2009,Q3,July 2009,-442380178,412977090,855357268
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,August,2009,Q3,August 2009,-391000914,461803603,852804517
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,September,2009,Q3,September 2009,-473048042,380142680,853190722
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,October,2009,Q4,October 2009,-535771726,372010438,907782164
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,November,2009,Q4,November 2009,-557081803,283847871,840929674
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,December,2009,Q4,December 2009,-630760725,257895892,888656617
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,January,2010,Q1,January 2010,-634937305,177849915,812787220
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,February,2010,Q1,February 2010,-449488886,263575957,713064843
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,March,2010,Q1,March 2010,-317390291,384800014,702190305
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,April,2010,Q2,April 2010,-371958293,337848541,709806834
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,May,2010,Q2,May 2010,-618716953,267037484,885754437
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,June,2010,Q2,June 2010,-753358930,253734479,1007093409
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,July,2010,Q3,July 2010,-572054021,406895520,978949541
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,August,2010,Q3,August 2010,-538846857,519993769,1058840626
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,September,2010,Q3,September 2010,-472019111,525576146,997595257
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,October,2010,Q4,October 2010,-667115429,423696891,1090812320
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,November,2010,Q4,November 2010,-683322050,381632708,1064954758
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,December,2010,Q4,December 2010,-885380038,297487382,1182867420
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,January,2011,Q1,January 2011,-846258255,205795971,1052054226
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,February,2011,Q1,February 2011,-518922231,332308560,851230791
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,March,2011,Q1,March 2011,-312433183,481283133,793716316
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,April,2011,Q2,April 2011,-412279328,461035428,873314756
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,May,2011,Q2,May 2011,-705122019,391653273,1096775292
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,June,2011,Q2,June 2011,-824494192,284911582,1109405774
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,July,2011,Q3,July 2011,-572603004,554636044,1127239048
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,August,2011,Q3,August 2011,-512146232,722044021,1234190253
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,September,2011,Q3,September 2011,-601724847,591980830,1193705677
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,October,2011,Q4,October 2011,-672933006,527782323,1200715329
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,November,2011,Q4,November 2011,-697265394,466954454,1164219848
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,December,2011,Q4,December 2011,-859915127,348149352,1208064479
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,January,2012,Q1,January 2012,-952349176,233198124,1185547300
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,February,2012,Q1,February 2012,-519041666,387640613,906682279
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,March,2012,Q1,March 2012,-358697946,490276128,848974074
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,April,2012,Q2,April 2012,-511805580,469953181,981758761
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,May,2012,Q2,May 2012,-826830827,319202234,1146033061
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,June,2012,Q2,June 2012,-720069151,367820987,1087890138
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,July,2012,Q3,July 2012,-665722425,479064552,1144786977
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,August,2012,Q3,August 2012,-393858537,659148128,1053006665
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,September,2012,Q3,September 2012,-412412516,579392103,991804619
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,October,2012,Q4,October 2012,-484682562,523957690,1008640252
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,November,2012,Q4,November 2012,-617170226,417183576,1034353802
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,December,2012,Q4,December 2012,-792712566,337417923,1130130489
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,January,2013,Q1,January 2013,-800032281,231903516,1031935797
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,February,2013,Q1,February 2013,-460399675,381704176,842103851
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,March,2013,Q1,March 2013,-395730683,441709929,837440612
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,April,2013,Q2,April 2013,-377414448,479596989,857011437
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,May,2013,Q2,May 2013,-936088372,314886865,1250975237
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,June,2013,Q2,June 2013,-843497916,304520010,1148017926
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,July,2013,Q3,July 2013,-616675913,531493056,1148168969
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,August,2013,Q3,August 2013,-570444547,702852479,1273297026
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,September,2013,Q3,September 2013,-466765255,734452725,1201217980
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,October,2013,Q4,October 2013,-774472196,607147172,1381619368
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,November,2013,Q4,November 2013,-813040278,421303912,1234344190
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,December,2013,Q4,December 2013,-1055399520,332900361,1388299881
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,January,2014,Q1,January 2014,-1101877876,250078977,1351956853
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,February,2014,Q1,February 2014,-717853894,368704971,1086558865
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,March,2014,Q1,March 2014,-629667046,534724187,1164391233
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,April,2014,Q2,April 2014,-620272051,472775206,1093047257
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,May,2014,Q2,May 2014,-877372761,434632475,1312005236
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,June,2014,Q2,June 2014,-1064049543,334311364,1398360907
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,July,2014,Q3,July 2014,-841703787,535677153,1377380940
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,August,2014,Q3,August 2014,-610639132,736712493,1347351625
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,September,2014,Q3,September 2014,-757240446,656457588,1413698034
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,October,2014,Q4,October 2014,-895558855,604467975,1500026830
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,November,2014,Q4,November 2014,-835198542,449380512,1284579054
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,December,2014,Q4,December 2014,-1009646669,339716700,1349363369
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,January,2015,Q1,January 2015,-1090453446,222282713,1312736159
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,February,2015,Q1,February 2015,-659870930,381428037,1041298967
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,March,2015,Q1,March 2015,-621739478,540849738,1162589216
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,April,2015,Q2,April 2015,-662049478,382121582,1044171060
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,May,2015,Q2,May 2015,-702906419,366256794,1069163213
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,June,2015,Q2,June 2015,-1136155749,345054133,1481209882
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,July,2015,Q3,July 2015,-673190619,550610636,1223801255
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,August,2015,Q3,August 2015,-423174508,737659543,1160834051
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,September,2015,Q3,September 2015,-411858391,736232902,1148091293
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,October,2015,Q4,October 2015,-670904901,515980976,1186885877
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,November,2015,Q4,November 2015,-785393734,433314958,1218708692
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,December,2015,Q4,December 2015,-1022987579,319368310,1342355889
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,January,2016,Q1,January 2016,-963570277,247253495,1210823772
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,February,2016,Q1,February 2016,-708390687,395055063,1103445750
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,March,2016,Q1,March 2016,-529824260,494662252,1024486512
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,April,2016,Q2,April 2016,-579851718,429456674,1009308392
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,May,2016,Q2,May 2016,-981716691,312328652,1294045343
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,June,2016,Q2,June 2016,-979564273,337897184,1317461457
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,July,2016,Q3,July 2016,-689416306,635088271,1324504577
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,August,2016,Q3,August 2016,-672219266,671412613,1343631879
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,September,2016,Q3,September 2016,-574887553,618862852,1193750405
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,October,2016,Q4,October 2016,-773224296,537635236,1310859532
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,November,2016,Q4,November 2016,-973086401,361947088,1335033489
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,December,2016,Q4,December 2016,-986655997,351589194,1338245191
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,January,2017,Q1,January 2017,-1056161592,227873079,1284034671
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,February,2017,Q1,February 2017,-793355471,308323524,1101678995
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,March,2017,Q1,March 2017,-548054673,506440906,1054495579
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,April,2017,Q2,April 2017,-663127159,491980970,1155108129
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,May,2017,Q2,May 2017,-1201343285,302630964,1503974249
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,June,2017,Q2,June 2017,-1213801989,324286978,1538088967
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,July,2017,Q3,July 2017,-940602583,603954096,1544556679
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,August,2017,Q3,August 2017,-677292692,791412956,1468705648
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,September,2017,Q3,September 2017,-540878992,776814260,1317693252
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,October,2017,Q4,October 2017,-824791875,613864252,1438656127
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,November,2017,Q4,November 2017,-953612475,453742902,1407355377
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,December,2017,Q4,December 2017,-1056625693,395583005,1452208698
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,January,2018,Q1,January 2018,-1147359627,241651322,1389010949
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,February,2018,Q1,February 2018,-729597861,437430611,1167028472
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,March,2018,Q1,March 2018,-637748032,533728894,1171476926
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,April,2018,Q2,April 2018,-623429791,480025829,1103455620
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,May,2018,Q2,May 2018,-1159217324,318280316,1477497640
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,June,2018,Q2,June 2018,-1166161444,331474227,1497635671
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,July,2018,Q3,July 2018,-812272332,613918714,1426191046
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,August,2018,Q3,August 2018,-670600842,805741690,1476342532
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,September,2018,Q3,September 2018,-662864556,724383433,1387247989
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,October,2018,Q4,October 2018,-1056140002,461077289,1517217291
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,November,2018,Q4,November 2018,-1007135838,417457540,1424593378
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,December,2018,Q4,December 2018,-1177043465,292869574,1469913039
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,January,2019,Q1,January 2019,-1037102370,236531509,1273633879
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,February,2019,Q1,February 2019,-682787669,366682192,1049469861
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,March,2019,Q1,March 2019,-556265738,566664700,1122930438
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,April,2019,Q2,April 2019,-719318517,402222805,1121541322
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,May,2019,Q2,May 2019,-1231011204,301197998,1532209202
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,June,2019,Q2,June 2019,-1178175167,296598326,1474773493
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,July,2019,Q3,July 2019,-962644759,510575695,1473220454
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,August,2019,Q3,August 2019,-701226460,746051212,1447277672
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,September,2019,Q3,September 2019,-683980384,642403652,1326384036
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,October,2019,Q4,October 2019,-890446778,565659726,1456106504
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,November,2019,Q4,November 2019,-928495996,401822850,1330318846
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,December,2019,Q4,December 2019,-1209171417,272738437,1481909854
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,January,2020,Q1,January 2020,-1188781477,203742746,1392524223
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,February,2020,Q1,February 2020,-813185250,324293688,1137478938
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,March,2020,Q1,March 2020,-607404718,470748701,1078153419
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,April,2020,Q2,April 2020,-639890856,380806707,1020697563
"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,May,2020,Q2,May 2020,-856456447,263718475,1120174922
211 Oil & Gas,World Total,January,2002,Q1,January 2002,-5695720486,152772215,5848492701
211 Oil & Gas,World Total,February,2002,Q1,February 2002,-4863824417,79112316,4942936733
211 Oil & Gas,World Total,March,2002,Q1,March 2002,-6071901819,88923979,6160825798
211 Oil & Gas,World Total,April,2002,Q2,April 2002,-7679647694,110776096,7790423790
211 Oil & Gas,World Total,May,2002,Q2,May 2002,-8071475224,133263277,8204738501
211 Oil & Gas,World Total,June,2002,Q2,June 2002,-7292214211,127617065,7419831276
211 Oil & Gas,World Total,July,2002,Q3,July 2002,-7838781026,126602385,7965383411
211 Oil & Gas,World Total,August,2002,Q3,August 2002,-8181238013,183456421,8364694434
211 Oil & Gas,World Total,September,2002,Q3,September 2002,-7996778155,144407639,8141185794
211 Oil & Gas,World Total,October,2002,Q4,October 2002,-9456654636,143618071,9600272707
211 Oil & Gas,World Total,November,2002,Q4,November 2002,-8246906952,235128052,8482035004
211 Oil & Gas,World Total,December,2002,Q4,December 2002,-8436632393,204090285,8640722678
211 Oil & Gas,World Total,January,2003,Q1,January 2003,-9340335325,206438708,9546774033
211 Oil & Gas,World Total,February,2003,Q1,February 2003,-9168982915,310174084,9479156999
211 Oil & Gas,World Total,March,2003,Q1,March 2003,-11361980224,334563743,11696543967
211 Oil & Gas,World Total,April,2003,Q2,April 2003,-10090349342,125602601,10215951943
211 Oil & Gas,World Total,May,2003,Q2,May 2003,-9371618070,137524484,9509142554
211 Oil & Gas,World Total,June,2003,Q2,June 2003,-9702898029,226918650,9929816679
211 Oil & Gas,World Total,July,2003,Q3,July 2003,-10872846228,170005302,11042851530
211 Oil & Gas,World Total,August,2003,Q3,August 2003,-10553366080,98153983,10651520063
211 Oil & Gas,World Total,September,2003,Q3,September 2003,-9979546098,141658051,10121204149
211 Oil & Gas,World Total,October,2003,Q4,October 2003,-10292126585,119452409,10411578994
211 Oil & Gas,World Total,November,2003,Q4,November 2003,-9308935948,113819775,9422755723
211 Oil & Gas,World Total,December,2003,Q4,December 2003,-10350016802,295299656,10645316458
211 Oil & Gas,World Total,January,2004,Q1,January 2004,-11411841241,222526723,11634367964
211 Oil & Gas,World Total,February,2004,Q1,February 2004,-10746407516,268706589,11015114105
211 Oil & Gas,World Total,March,2004,Q1,March 2004,-12154530883,246953389,12401484272
211 Oil & Gas,World Total,April,2004,Q2,April 2004,-11533503920,311461745,11844965665
211 Oil & Gas,World Total,May,2004,Q2,May 2004,-12576205554,232031192,12808236746
211 Oil & Gas,World Total,June,2004,Q2,June 2004,-13933748643,259981196,14193729839
211 Oil & Gas,World Total,July,2004,Q3,July 2004,-13294510980,396075116,13690586096
211 Oil & Gas,World Total,August,2004,Q3,August 2004,-14925817854,168669861,15094487715
211 Oil & Gas,World Total,September,2004,Q3,September 2004,-13297105497,198211320,13495316817
211 Oil & Gas,World Total,October,2004,Q4,October 2004,-15148700985,296770445,15445471430
211 Oil & Gas,World Total,November,2004,Q4,November 2004,-16500419917,198370380,16698790297
211 Oil & Gas,World Total,December,2004,Q4,December 2004,-14279242550,351507213,14630749763
211 Oil & Gas,World Total,January,2005,Q1,January 2005,-14231909363,520042512,14751951875
211 Oil & Gas,World Total,February,2005,Q1,February 2005,-13437594995,357204083,13794799078
211 Oil & Gas,World Total,March,2005,Q1,March 2005,-16270150247,410822982,16680973229
211 Oil & Gas,World Total,April,2005,Q2,April 2005,-16906266041,512327136,17418593177
211 Oil & Gas,World Total,May,2005,Q2,May 2005,-16500869719,520425940,17021295659
211 Oil & Gas,World Total,June,2005,Q2,June 2005,-17340402702,361921317,17702324019
211 Oil & Gas,World Total,July,2005,Q3,July 2005,-18332916830,287134527,18620051357
211 Oil & Gas,World Total,August,2005,Q3,August 2005,-20881422539,277666795,21159089334
211 Oil & Gas,World Total,September,2005,Q3,September 2005,-20143457278,234597322,20378054600
211 Oil & Gas,World Total,October,2005,Q4,October 2005,-22194289936,308654052,22502943988
211 Oil & Gas,World Total,November,2005,Q4,November 2005,-21095077508,298922937,21394000445
211 Oil & Gas,World Total,December,2005,Q4,December 2005,-20569027141,512153300,21081180441
211 Oil & Gas,World Total,January,2006,Q1,January 2006,-20199256788,338011219,20537268007
211 Oil & Gas,World Total,February,2006,Q1,February 2006,-18683336236,480603654,19163939890
211 Oil & Gas,World Total,March,2006,Q1,March 2006,-19138478177,456657743,19595135920
211 Oil & Gas,World Total,April,2006,Q2,April 2006,-19599166615,484617176,20083783791
211 Oil & Gas,World Total,May,2006,Q2,May 2006,-23488917899,315658980,23804576879
211 Oil & Gas,World Total,June,2006,Q2,June 2006,-23333060253,324504460,23657564713
211 Oil & Gas,World Total,July,2006,Q3,July 2006,-24255003761,256107354,24511111115
211 Oil & Gas,World Total,August,2006,Q3,August 2006,-25850021373,266573952,26116595325
211 Oil & Gas,World Total,September,2006,Q3,September 2006,-22617984327,272354637,22890338964
211 Oil & Gas,World Total,October,2006,Q4,October 2006,-19439377957,322376650,19761754607
211 Oil & Gas,World Total,November,2006,Q4,November 2006,-18393964069,321131140,18715095209
211 Oil & Gas,World Total,December,2006,Q4,December 2006,-18875341917,401620875,19276962792
211 Oil & Gas,World Total,January,2007,Q1,January 2007,-19832158857,402555517,20234714374
211 Oil & Gas,World Total,February,2007,Q1,February 2007,-16071905634,391225618,16463131252
211 Oil & Gas,World Total,March,2007,Q1,March 2007,-20087238449,379063340,20466301789
211 Oil & Gas,World Total,April,2007,Q2,April 2007,-20687306797,535018066,21222324863
211 Oil & Gas,World Total,May,2007,Q2,May 2007,-22478471253,623460273,23101931526
211 Oil & Gas,World Total,June,2007,Q2,June 2007,-22688922917,759516252,23448439169
211 Oil & Gas,World Total,July,2007,Q3,July 2007,-23704735553,414799172,24119534725
211 Oil & Gas,World Total,August,2007,Q3,August 2007,-25139807462,395069268,25534876730
211 Oil & Gas,World Total,September,2007,Q3,September 2007,-23278063829,440445207,23718509036
211 Oil & Gas,World Total,October,2007,Q4,October 2007,-26091570222,303769992,26395340214
211 Oil & Gas,World Total,November,2007,Q4,November 2007,-27527590490,430238413,27957828903
211 Oil & Gas,World Total,December,2007,Q4,December 2007,-28421846077,751230314,29173076391
211 Oil & Gas,World Total,January,2008,Q1,January 2008,-31269270680,768441372,32037712052
211 Oil & Gas,World Total,February,2008,Q1,February 2008,-27474690472,630599145,28105289617
211 Oil & Gas,World Total,March,2008,Q1,March 2008,-29470322878,964570655,30434893533
211 Oil & Gas,World Total,April,2008,Q2,April 2008,-33203646947,807918621,34011565568
211 Oil & Gas,World Total,May,2008,Q2,May 2008,-35106837688,806217530,35913055218
211 Oil & Gas,World Total,June,2008,Q2,June 2008,-39747757660,764508454,40512266114
211 Oil & Gas,World Total,July,2008,Q3,July 2008,-46971775453,901780053,47873555506
211 Oil & Gas,World Total,August,2008,Q3,August 2008,-40824626448,742349228,41566975676
211 Oil & Gas,World Total,September,2008,Q3,September 2008,-30350296765,630383458,30980680223
211 Oil & Gas,World Total,October,2008,Q4,October 2008,-32241997521,644861491,32886859012
211 Oil & Gas,World Total,November,2008,Q4,November 2008,-19547428473,603114274,20150542747
211 Oil & Gas,World Total,December,2008,Q4,December 2008,-18006615934,482020794,18488636728
211 Oil & Gas,World Total,January,2009,Q1,January 2009,-14524019691,571179570,15095199261
211 Oil & Gas,World Total,February,2009,Q1,February 2009,-11523869386,847163256,12371032642
211 Oil & Gas,World Total,March,2009,Q1,March 2009,-13593497589,563025578,14156523167
211 Oil & Gas,World Total,April,2009,Q2,April 2009,-14843655026,507555257,15351210283
211 Oil & Gas,World Total,May,2009,Q2,May 2009,-14398524960,521623678,14920148638
211 Oil & Gas,World Total,June,2009,Q2,June 2009,-17968489694,472575260,18441064954
211 Oil & Gas,World Total,July,2009,Q3,July 2009,-19847414230,463056214,20310470444
211 Oil & Gas,World Total,August,2009,Q3,August 2009,-18364534135,449478626,18814012761
211 Oil & Gas,World Total,September,2009,Q3,September 2009,-20698941306,516203743,21215145049
211 Oil & Gas,World Total,October,2009,Q4,October 2009,-18739347988,513826341,19253174329
211 Oil & Gas,World Total,November,2009,Q4,November 2009,-19336944750,584472649,19921417399
211 Oil & Gas,World Total,December,2009,Q4,December 2009,-22392760925,726390489,23119151414
211 Oil & Gas,World Total,January,2010,Q1,January 2010,-20574793111,873844297,21448637408
211 Oil & Gas,World Total,February,2010,Q1,February 2010,-19574902187,911890812,20486792999
211 Oil & Gas,World Total,March,2010,Q1,March 2010,-24090293046,936798369,25027091415
211 Oil & Gas,World Total,April,2010,Q2,April 2010,-24235049841,771002700,25006052541
211 Oil & Gas,World Total,May,2010,Q2,May 2010,-23012007197,879607362,23891614559
211 Oil & Gas,World Total,June,2010,Q2,June 2010,-24139186852,660444359,24799631211
211 Oil & Gas,World Total,July,2010,Q3,July 2010,-23670917947,718385356,24389303303
211 Oil & Gas,World Total,August,2010,Q3,August 2010,-24207103914,772857279,24979961193
211 Oil & Gas,World Total,September,2010,Q3,September 2010,-22472080029,710206567,23182286596
211 Oil & Gas,World Total,October,2010,Q4,October 2010,-20080991736,682131486,20763123222
211 Oil & Gas,World Total,November,2010,Q4,November 2010,-20827118882,776050238,21603169120
211 Oil & Gas,World Total,December,2010,Q4,December 2010,-23667748152,949788598,24617536750
211 Oil & Gas,World Total,January,2011,Q1,January 2011,-25972518958,1172853861,27145372819
211 Oil & Gas,World Total,February,2011,Q1,February 2011,-22131314632,843228813,22974543445
211 Oil & Gas,World Total,March,2011,Q1,March 2011,-28760344412,1096819688,29857164100
211 Oil & Gas,World Total,April,2011,Q2,April 2011,-26710832744,1237435279,27948268023
211 Oil & Gas,World Total,May,2011,Q2,May 2011,-30529183253,1190031761,31719215014
211 Oil & Gas,World Total,June,2011,Q2,June 2011,-31753303512,1014696926,32768000438
211 Oil & Gas,World Total,July,2011,Q3,July 2011,-30141113619,1137265515,31278379134
211 Oil & Gas,World Total,August,2011,Q3,August 2011,-31607226243,968383414,32575609657
211 Oil & Gas,World Total,September,2011,Q3,September 2011,-29064496007,958714609,30023210616
211 Oil & Gas,World Total,October,2011,Q4,October 2011,-26687727072,813147570,27500874642
211 Oil & Gas,World Total,November,2011,Q4,November 2011,-27611688035,928166184,28539854219
211 Oil & Gas,World Total,December,2011,Q4,December 2011,-29840595524,928037034,30768632558
211 Oil & Gas,World Total,January,2012,Q1,January 2012,-28496400166,1084895775,29581295941
211 Oil & Gas,World Total,February,2012,Q1,February 2012,-23788755193,870711316,24659466509
211 Oil & Gas,World Total,March,2012,Q1,March 2012,-29399654088,999264666,30398918754
211 Oil & Gas,World Total,April,2012,Q2,April 2012,-29812777777,871672090,30684449867
211 Oil & Gas,World Total,May,2012,Q2,May 2012,-29284746309,909048064,30193794373
211 Oil & Gas,World Total,June,2012,Q2,June 2012,-26689934044,780092632,27470026676
211 Oil & Gas,World Total,July,2012,Q3,July 2012,-26249527700,910974818,27160502518
211 Oil & Gas,World Total,August,2012,Q3,August 2012,-26202435692,837645506,27040081198
211 Oil & Gas,World Total,September,2012,Q3,September 2012,-24362120777,867454364,25229575141
211 Oil & Gas,World Total,October,2012,Q4,October 2012,-25938734744,998742797,26937477541
211 Oil & Gas,World Total,November,2012,Q4,November 2012,-23889490098,1004474368,24893964466
211 Oil & Gas,World Total,December,2012,Q4,December 2012,-21208779773,1268837775,22477617548
211 Oil & Gas,World Total,January,2013,Q1,January 2013,-24800718581,1257241382,26057959963
211 Oil & Gas,World Total,February,2013,Q1,February 2013,-19753414554,1202193944,20955608498
211 Oil & Gas,World Total,March,2013,Q1,March 2013,-20954472313,1339146796,22293619109
